   187/299     11.9G   0.02178   0.06232  0.002223   0.08633       185       640    0.5466    0.9773    0.9681     0.788   0.02021   0.05896  0.001144
   188/299     11.9G   0.02192   0.06278  0.002038   0.08674       229       640    0.5626    0.9753    0.9694     0.792   0.02017   0.05793  0.001127
   189/299     11.9G   0.02168   0.06363  0.002265   0.08757       175       640    0.5896    0.9749    0.9701    0.7951   0.02002   0.05735  0.001017
   190/299     11.9G   0.02173   0.06376  0.002009    0.0875       147       640    0.5565     0.976    0.9666    0.7929   0.01992   0.05839  0.001642
   191/299     11.9G   0.02163   0.06213  0.002013   0.08578       162       640    0.5307    0.9785    0.9706    0.7932      0.02   0.05925  0.001219
   192/299     11.9G   0.02147   0.06177  0.002402   0.08563       187       640    0.5686    0.9758    0.9716    0.7932   0.01997    0.0579  0.001158
   193/299     11.9G   0.02158   0.06409  0.001883   0.08756       165       640    0.5723    0.9747    0.9708    0.7985   0.02001   0.05697  0.001039
   194/299     11.9G   0.02109   0.06205   0.00182   0.08495       217       640    0.5877    0.9744    0.9691    0.7952   0.01984   0.05657   0.00102
   195/299     11.9G   0.02124   0.06208   0.00165   0.08497       181       640    0.5566    0.9763    0.9706    0.7956   0.01985   0.05769  0.001013
   196/299     11.9G   0.02092   0.06254  0.001999   0.08545       203       640    0.5587    0.9766    0.9704    0.7958   0.01974   0.05792  0.001185
   197/299     11.9G   0.02115   0.06135  0.001899   0.08439       153       640    0.5583    0.9762    0.9702    0.7979   0.01959   0.05762  0.001182
   198/299     11.9G   0.02113   0.06227  0.001912   0.08531       160       640    0.5777    0.9764    0.9718    0.8003   0.01944   0.05693 0.0009888
   199/299     11.9G   0.02113   0.06012    0.0019   0.08315       143       640    0.5732    0.9775    0.9713    0.8014   0.01939   0.05676 0.0009595
   200/299     11.9G   0.02093   0.06107  0.002031   0.08404       188       640    0.5774     0.979     0.971    0.8002   0.01956   0.05675  0.001117
   201/299     11.9G   0.02109   0.06143  0.001896   0.08441       156       640    0.5643    0.9762    0.9704    0.8016   0.01947   0.05731  0.001246
   202/299     11.9G   0.02104   0.06071  0.001931   0.08368       118       640    0.5835    0.9757    0.9705     0.803   0.01939   0.05684  0.001046
   203/299     11.9G   0.02061   0.06122  0.001922   0.08376       201       640    0.5776    0.9755    0.9706    0.8015   0.01952   0.05687  0.001077
