   179/299     12.1G   0.02789   0.08144  0.003931    0.1133       150       640    0.3573    0.8382    0.7131    0.4839   0.03183    0.1039   0.02475
   180/299     12.1G   0.02816   0.08107  0.004214    0.1134       217       640    0.4238    0.8009    0.7121    0.4864   0.03227    0.1035   0.02313
   181/299     12.1G   0.02771   0.08002  0.004098    0.1118       219       640    0.4063    0.8115    0.7098     0.481    0.0322    0.1056   0.02047
   182/299     12.1G   0.02764   0.07922     0.005    0.1119       152       640    0.3768    0.8189    0.7184     0.482   0.03205    0.1048   0.02286
   183/299     12.1G   0.02734   0.07892  0.004572    0.1108       221       640    0.4159    0.8111    0.7213    0.4864    0.0324    0.1059   0.02295
   184/299     12.1G   0.02758   0.07809  0.004285    0.1099       200       640    0.4123    0.8161    0.7317    0.4899   0.03239    0.1055   0.02369
   185/299     12.1G   0.02778   0.07888  0.003745    0.1104       174       640    0.4701    0.7961    0.7244    0.4899   0.03259    0.1071   0.02284
   186/299     12.1G   0.02722   0.07917  0.004232    0.1106       251       640    0.4134    0.8034    0.7206    0.4912   0.03236    0.1064   0.02597
   187/299     12.1G   0.02739   0.07838  0.004109    0.1099       163       640    0.4434    0.7984     0.709    0.4808   0.03255    0.1046   0.02701
   188/299     12.1G   0.02747   0.07994  0.003905    0.1113       200       640    0.4324    0.8022    0.7203    0.4921   0.03196    0.1022   0.02185
   189/299     12.1G   0.02718   0.07678  0.003603    0.1076       190       640    0.3964    0.8159    0.7217    0.4914   0.03197    0.1051   0.02008
   190/299     12.1G   0.02735   0.07836  0.003807    0.1095       228       640    0.4051    0.8055     0.714    0.4888   0.03202    0.1061   0.02402
   191/299     12.1G   0.02744   0.07856  0.003243    0.1092       186       640    0.4256    0.7941    0.7184    0.4872   0.03228    0.1075    0.0237
   192/299     12.1G   0.02712   0.07876  0.003326    0.1092       168       640    0.4338    0.8009    0.7243    0.4846   0.03237    0.1056   0.02167
   193/299     12.1G   0.02688   0.07797  0.003677    0.1085       181       640    0.4401    0.7986     0.718     0.483   0.03259    0.1074   0.02019
   194/299     12.1G   0.02648   0.07533  0.003826    0.1056       163       640    0.4041    0.8099    0.7229    0.4934   0.03222     0.105   0.02511
   195/299     12.1G   0.02664   0.07854   0.00357    0.1087       156       640    0.4044    0.8101     0.714    0.4798   0.03194     0.106   0.02442
   196/299     12.1G   0.02614    0.0757  0.003813    0.1057       195       640    0.4335    0.7856    0.7135    0.4812   0.03244    0.1072   0.02279
   197/299     12.1G   0.02654    0.0765   0.00329    0.1063       217       640    0.4187    0.7913    0.7192     0.485   0.03227    0.1083   0.02131
   198/299     12.1G   0.02636   0.07699  0.003817    0.1072       143       640    0.4232    0.7903    0.7008    0.4788   0.03221    0.1082   0.02774
   199/299     12.1G    0.0265   0.07492  0.003243    0.1047       212       640     0.448    0.7799    0.7043    0.4798   0.03253    0.1084   0.02549
   200/299     12.1G   0.02633   0.07747  0.003184     0.107       191       640    0.4128    0.8211    0.7214    0.4858   0.03177    0.1044   0.02435
   201/299     12.1G   0.02595   0.07573  0.003505    0.1052       161       640    0.4506    0.8029    0.7269    0.4924   0.03253    0.1074   0.02398
   202/299     12.1G   0.02608   0.07441  0.003809    0.1043       188       640    0.4302    0.8008    0.7184    0.4846   0.03232    0.1061   0.02522
   203/299     12.1G   0.02648   0.07369  0.003237    0.1034       150       640    0.4274    0.8116     0.727    0.4933   0.03193    0.1054   0.02327
   204/299     12.1G   0.02585   0.07589  0.002973    0.1047       175       640    0.4463    0.8007    0.7222    0.4946   0.03213    0.1086   0.02479
